head,relation,tail
함북,URI,https://www.wikidata.org/wiki/Q109361
N7528,나이,25세
N7528,죄명,보안법위반
N7528,주문,공소 기각
N7528,판결연도,year_1921
N7528,연루사건,e2593
N7528,본적주소,addr_함북
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
함북,URI,https://www.wikidata.org/wiki/Q109361
N7529,나이,24세
N7529,죄명,대정8년 제령 제7호 위반
N7529,주문,징역 5년(원판결 취소)
N7529,판결연도,year_1921
N7529,연루사건,e2594
N7529,본적주소,addr_전라북도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N7529,나이,24세
N7529,죄명,강도
N7529,주문,징역 5년(원판결 취소)
N7529,판결연도,year_1921
N7529,연루사건,e2594
N7529,본적주소,addr_전라북도
강도,URI,❌ 없음
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N7530,나이,26세
N7530,죄명,대정8년 제령 제7호 위반
N7530,주문,징역 7년(원판결 취소)
N7530,판결연도,year_1921
N7530,연루사건,e2594
N7530,본적주소,addr_전라북도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N7530,나이,26세
N7530,죄명,강도
N7530,주문,징역 7년(원판결 취소)
N7530,판결연도,year_1921
N7530,연루사건,e2594
N7530,본적주소,addr_전라북도
강도,URI,❌ 없음
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N7531,나이,26세
N7531,죄명,대정8년 제령 제7호 위반
N7531,주문,공소 기각
N7531,판결연도,year_1921
N7531,연루사건,e2595
N7531,본적주소,addr_함남
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함남,URI,https://www.wikidata.org/wiki/Q109368
N7532,나이,20세
N7532,죄명,보안법위반
N7532,주문,징역 1년(원판결 취소)
N7532,판결연도,year_1921
N7532,연루사건,e2596
N7532,본적주소,addr_경상북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경상북도,URI,https://www.wikidata.org/wiki/Q41154
N7533,나이,39세
N7533,죄명,대정8년 제령 제7호 위반
N7533,주문,무죄(원판결 취소)
N7533,판결연도,year_1921
N7533,연루사건,e2597
N7533,본적주소,addr_함북
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함북,URI,https://www.wikidata.org/wiki/Q109361
N7534,나이,62세
N7534,죄명,대정8년 제령 제7호 위반
N7534,주문,무죄(원판결 취소)
N7534,판결연도,year_1921
N7534,연루사건,e2598
N7534,본적주소,addr_함북
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함북,URI,https://www.wikidata.org/wiki/Q109361
N7535,나이,35세
N7535,죄명,대정8년 제령 제7호 위반
N7535,주문,무죄(원판결 취소)
N7535,판결연도,year_1921
N7535,연루사건,e2599
N7535,본적주소,addr_함북
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함북,URI,https://www.wikidata.org/wiki/Q109361
N7536,나이,37세
N7536,죄명,대정8년 제령 제7호 위반
N7536,주문,무죄(원판결 취소)
N7536,판결연도,year_1921
N7536,연루사건,e2600
N7536,본적주소,addr_함북
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함북,URI,https://www.wikidata.org/wiki/Q109361
N7537,나이,71세
N7537,죄명,대정8년 제령 제7호 위반
N7537,주문,무죄(원판결 취소)
N7537,판결연도,year_1921
N7537,연루사건,e2601
N7537,본적주소,addr_함북
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함북,URI,https://www.wikidata.org/wiki/Q109361
N7538,나이,42세
N7538,죄명,대정8년 제령 제7호 위반
N7538,주문,무죄(원판결 취소)
N7538,판결연도,year_1921
N7538,연루사건,e2602
N7538,본적주소,addr_함북
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함북,URI,https://www.wikidata.org/wiki/Q109361
N7539,나이,43세
N7539,죄명,대정8년 제령 제7호 위반
N7539,주문,원판결취소무죄
N7539,판결연도,year_1921
N7539,연루사건,e2603
N7539,본적주소,addr_함북
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함북,URI,https://www.wikidata.org/wiki/Q109361
N7540,나이,51세
N7540,죄명,대정8년 제령 제7호 위반
N7540,주문,무죄(원판결 취소)
N7540,판결연도,year_1921
N7540,연루사건,e2604
N7540,본적주소,addr_함북
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함북,URI,https://www.wikidata.org/wiki/Q109361
N7541,나이,50세
N7541,죄명,대정8년 제령 제7호 위반
N7541,주문,무죄(원판결 취소)
N7541,판결연도,year_1921
N7541,연루사건,e2605
N7541,본적주소,addr_함북
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함북,URI,https://www.wikidata.org/wiki/Q109361
N7542,나이,36세
N7542,죄명,대정8년 제령 제7호 위반
N7542,주문,무죄(원판결 취소)
N7542,판결연도,year_1921
N7542,연루사건,e2606
N7542,본적주소,addr_함경북도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함경북도,URI,https://www.wikidata.org/wiki/Q109361
N7543,나이,22세
N7543,죄명,대정8년 제령 제7호 위반
N7543,주문,징역 6월
N7543,판결연도,year_1921
N7543,연루사건,e2607
N7543,본적주소,addr_경성부
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경성부,URI,https://www.wikidata.org/wiki/Q483984
N7544,나이,25세
N7544,죄명,대정8년 제령 제7호 위반
N7544,주문,징역 1년
N7544,판결연도,year_1921
N7544,연루사건,e2607
N7544,본적주소,addr_경성부
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경성부,URI,https://www.wikidata.org/wiki/Q483984
N7545,나이,41세
N7545,죄명,대정8년 제령 제7호 위반
N7545,주문,징역 6월
N7545,판결연도,year_1921
N7545,연루사건,e2607
N7545,본적주소,addr_경성부
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경성부,URI,https://www.wikidata.org/wiki/Q483984
N7546,나이,29세
N7546,죄명,대정8년 제령 제7호 위반
N7546,주문,징역 3년
N7546,판결연도,year_1921
N7546,연루사건,e2608
N7546,본적주소,addr_전라남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N7546,나이,29세
N7546,죄명,총포화약류 취체령위반
N7546,주문,징역 3년
N7546,판결연도,year_1921
N7546,연루사건,e2608
N7546,본적주소,addr_전라남도
총포화약류 취체령위반,URI,❌ 없음
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N7547,나이,36세
N7547,죄명,대정8년 제령 제7호 위반
N7547,주문,무죄(원판결 취소)
N7547,판결연도,year_1921
N7547,연루사건,e2609
N7547,본적주소,addr_충청남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
충청남도,URI,https://www.wikidata.org/wiki/Q41070
N7548,나이,27세
N7548,죄명,대정8년 제령 제7호 위반
N7548,주문,무죄(원판결 취소)
N7548,판결연도,year_1921
N7548,연루사건,e2610
N7548,본적주소,addr_충청남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
충청남도,URI,https://www.wikidata.org/wiki/Q41070
N7549,나이,31세
N7549,죄명,대정8년 제령 제7호 위반
N7549,주문,무죄(원판결 취소)
N7549,판결연도,year_1921
N7549,연루사건,e2611
N7549,본적주소,addr_충청남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
충청남도,URI,https://www.wikidata.org/wiki/Q41070
N7550,나이,21세
N7550,죄명,대정8년 제령 제7호 위반
N7550,주문,무죄(원판결 취소)
N7550,판결연도,year_1921
N7550,연루사건,e2612
N7550,본적주소,addr_충청남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
충청남도,URI,https://www.wikidata.org/wiki/Q41070
N7551,나이,22세
N7551,죄명,대정8년 제령 제7호 위반
N7551,주문,무죄(원판결 취소)
N7551,판결연도,year_1921
N7551,연루사건,e2613
N7551,본적주소,addr_함경남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N7552,나이,45세
N7552,죄명,대정8년 제령 제7호 위반
N7552,주문,무죄(원판결 취소)
N7552,판결연도,year_1921
N7552,연루사건,e2613
N7552,본적주소,addr_함경남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N7553,나이,30세
N7553,죄명,대정8년 제령 제7호 위반
N7553,주문,무죄(원판결 취소)
N7553,판결연도,year_1921
N7553,연루사건,e2613
N7553,본적주소,addr_함경남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N7554,나이,46세
N7554,죄명,대정8년 제령 제7호 위반
N7554,주문,무죄(원판결 취소)
N7554,판결연도,year_1921
N7554,연루사건,e2613
N7554,본적주소,addr_함경남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N7555,나이,52세
N7555,죄명,대정8년 제령 제7호 위반
N7555,주문,무죄(원판결 취소)
N7555,판결연도,year_1921
N7555,연루사건,e2613
N7555,본적주소,addr_함경남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N7556,나이,30세
N7556,죄명,대정8년 제령 제7호 위반
N7556,주문,무죄(원판결 취소)
N7556,판결연도,year_1921
N7556,연루사건,e2613
N7556,본적주소,addr_전라남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N7557,나이,22세
N7557,죄명,대정8년 제령 제7호 위반
N7557,주문,무죄(원판결 취소)
N7557,판결연도,year_1921
N7557,연루사건,e2613
N7557,본적주소,addr_전라북도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N7558,나이,38세
N7558,죄명,대정8년 제령 제7호 위반
N7558,주문,무죄(원판결 취소)
N7558,판결연도,year_1921
N7558,연루사건,e2613
N7558,본적주소,addr_함경남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N7559,나이,24세
N7559,죄명,대정8년 제령 제7호 위반
N7559,주문,무죄(원판결 취소)
N7559,판결연도,year_1921
N7559,연루사건,e2613
N7559,본적주소,addr_충청남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
충청남도,URI,https://www.wikidata.org/wiki/Q41070
N7560,나이,50세
N7560,죄명,대정8년 제령 제7호 위반
N7560,주문,무죄(원판결 취소)
N7560,판결연도,year_1921
N7560,연루사건,e2614
N7560,본적주소,addr_충청남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
충청남도,URI,https://www.wikidata.org/wiki/Q41070
N7561,나이,25세
N7561,죄명,대정8년 제령 제7호 위반
N7561,주문,무죄(원판결 취소)
N7561,판결연도,year_1921
N7561,연루사건,e2615
N7561,본적주소,addr_충청남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
충청남도,URI,https://www.wikidata.org/wiki/Q41070
N7562,나이,40세
N7562,죄명,대정8년 제령 제7호 위반
N7562,주문,원판결 취소 징역 6월
N7562,판결연도,year_1921
N7562,연루사건,e2616
N7562,본적주소,addr_함경남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N7563,나이,27세
N7563,죄명,대정8년 제령 제7호 위반
N7563,주문,무죄(원판결 취소)
N7563,판결연도,year_1921
N7563,연루사건,e2617
N7563,본적주소,addr_충청남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
충청남도,URI,https://www.wikidata.org/wiki/Q41070
N7564,나이,33세
N7564,죄명,대정8년 제령 제7호 위반
N7564,주문,무죄(원판결 취소)
N7564,판결연도,year_1921
N7564,연루사건,e2613
N7564,본적주소,addr_전라북도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N7565,나이,49세
N7565,죄명,대정8년 제령 제7호 위반
N7565,주문,무죄(원판결 취소)
N7565,판결연도,year_1921
N7565,연루사건,e2613
N7565,본적주소,addr_함경남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N7566,나이,51세
N7566,죄명,대정8년 제령 제7호 위반
N7566,주문,원판결 취소 징역 6월
N7566,판결연도,year_1921
N7566,연루사건,e2613
N7566,본적주소,addr_함경남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N7567,나이,31세
N7567,죄명,대정8년 제령 제7호 위반
N7567,주문,무죄(원판결 취소)
N7567,판결연도,year_1921
N7567,연루사건,e2613
N7567,본적주소,addr_함경남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N7568,나이,35세
N7568,죄명,대정8년 제령 제7호 위반
N7568,주문,원판결 취소 징역 1년 6월 독립운동자금을 모집했다는 공소사실은 무죄
N7568,판결연도,year_1921
N7568,연루사건,e2613
N7568,본적주소,addr_전라남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N7569,나이,41세
N7569,죄명,대정8년 제령 제7호 위반
N7569,주문,무죄(원판결 취소)
N7569,판결연도,year_1921
N7569,연루사건,e2613
N7569,본적주소,addr_함경남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N7570,나이,25세
N7570,죄명,대정8년 제령 제7호 위반
N7570,주문,상고 기각
N7570,판결연도,year_1921
N7570,연루사건,e2618
N7570,본적주소,addr_지나
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
지나,URI,https://www.wikidata.org/wiki/Q45208
N7570,나이,25세
N7570,죄명,강도살인
N7570,주문,상고 기각
N7570,판결연도,year_1921
N7570,연루사건,e2618
N7570,본적주소,addr_지나
강도살인,URI,❌ 없음
지나,URI,https://www.wikidata.org/wiki/Q45208
N7310,나이,26세
N7310,죄명,정치범죄 처벌령위반
N7310,주문,공소 기각
N7310,판결연도,year_1921
N7310,연루사건,e2619
N7310,본적주소,addr_황해도
정치범죄 처벌령위반,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7311,나이,27세
N7311,죄명,정치범죄 처벌령위반
N7311,주문,공소 기각
N7311,판결연도,year_1921
N7311,연루사건,e2619
N7311,본적주소,addr_평안남도
정치범죄 처벌령위반,URI,❌ 없음
평안남도,URI,https://www.wikidata.org/wiki/Q109380
N7313,나이,38세
N7313,죄명,정치범죄 처벌령위반
N7313,주문,공소 기각
N7313,판결연도,year_1921
N7313,연루사건,e2619
N7313,본적주소,addr_평안남도
정치범죄 처벌령위반,URI,❌ 없음
평안남도,URI,https://www.wikidata.org/wiki/Q109380
N7318,나이,36세
N7318,죄명,정치범죄 처벌령위반
N7318,주문,공소 기각
N7318,판결연도,year_1921
N7318,연루사건,e2619
N7318,본적주소,addr_경성부
정치범죄 처벌령위반,URI,❌ 없음
경성부,URI,https://www.wikidata.org/wiki/Q483984
N7319,나이,51세
N7319,죄명,정치범죄 처벌령위반
N7319,주문,공소 기각
N7319,판결연도,year_1921
N7319,연루사건,e2619
N7319,본적주소,addr_경성부
정치범죄 처벌령위반,URI,❌ 없음
경성부,URI,https://www.wikidata.org/wiki/Q483984
N7571,나이,27세
N7571,죄명,대정8년 제령 제7호 위반
N7571,주문,공소 기각
N7571,판결연도,year_1921
N7571,연루사건,e2620
N7571,본적주소,addr_경상남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경상남도,URI,https://www.wikidata.org/wiki/Q41151
N7572,나이,25세
N7572,죄명,대정8년 제령 제7호 위반
N7572,주문,공소 기각
N7572,판결연도,year_1921
N7572,연루사건,e2620
N7572,본적주소,addr_부산부
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
부산부,URI,https://www.wikidata.org/wiki/Q109533700
N7573,나이,18세
N7573,죄명,대정8년 제령 제7호 위반
N7573,주문,징역 3년
N7573,판결연도,year_1921
N7573,연루사건,e2621
N7573,본적주소,addr_경성부
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경성부,URI,https://www.wikidata.org/wiki/Q483984
N7574,나이,27세
N7574,죄명,보안법위반
N7574,주문,본건 공소를 수리하지 않음
N7574,판결연도,year_1921
N7574,연루사건,e2343
N7574,본적주소,addr_경상남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경상남도,URI,https://www.wikidata.org/wiki/Q41151
N7575,나이,36세
N7575,죄명,보안법위반
N7575,주문,본건 공소를 수리하지 않음
N7575,판결연도,year_1921
N7575,연루사건,e2343
N7575,본적주소,addr_경상남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경상남도,URI,https://www.wikidata.org/wiki/Q41151
N7576,나이,36세
N7576,죄명,보안법위반
N7576,주문,본건 공소를 수리하지 않음
N7576,판결연도,year_1921
N7576,연루사건,e2343
N7576,본적주소,addr_경상남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경상남도,URI,https://www.wikidata.org/wiki/Q41151
N7577,나이,40세
N7577,죄명,보안법위반
N7577,주문,본건 공소를 수리하지 않음
N7577,판결연도,year_1921
N7577,연루사건,e2343
N7577,본적주소,addr_경상남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경상남도,URI,https://www.wikidata.org/wiki/Q41151
N7578,나이,20세
N7578,죄명,보안법위반
N7578,주문,본건 공소를 수리하지 않음
N7578,판결연도,year_1921
N7578,연루사건,e2343
N7578,본적주소,addr_경상남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경상남도,URI,https://www.wikidata.org/wiki/Q41151
N7579,나이,31세
N7579,죄명,보안법위반
N7579,주문,본건 공소를 수리하지 않음
N7579,판결연도,year_1921
N7579,연루사건,e2343
N7579,본적주소,addr_경상남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경상남도,URI,https://www.wikidata.org/wiki/Q41151
N7580,나이,24세
N7580,죄명,보안법위반
N7580,주문,본건 공소를 수리하지 않음
N7580,판결연도,year_1921
N7580,연루사건,e2343
N7580,본적주소,addr_경상남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경상남도,URI,https://www.wikidata.org/wiki/Q41151
N7581,나이,23세
N7581,죄명,보안법위반
N7581,주문,본건 공소를 수리하지 않음
N7581,판결연도,year_1921
N7581,연루사건,e2343
N7581,본적주소,addr_경상남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경상남도,URI,https://www.wikidata.org/wiki/Q41151
N7582,나이,43세
N7582,죄명,보안법위반
N7582,주문,본건 공소를 수리하지 않음
N7582,판결연도,year_1921
N7582,연루사건,e2343
N7582,본적주소,addr_경상남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경상남도,URI,https://www.wikidata.org/wiki/Q41151
N7444,나이,32세
N7444,죄명,강도
N7444,주문,공소 기각
N7444,판결연도,year_1921
N7444,연루사건,e2622
N7444,본적주소,addr_경성부
강도,URI,❌ 없음
경성부,URI,https://www.wikidata.org/wiki/Q483984
N7444,나이,32세
N7444,죄명,정치범죄 처벌령위반
N7444,주문,공소 기각
N7444,판결연도,year_1921
N7444,연루사건,e2622
N7444,본적주소,addr_경성부
정치범죄 처벌령위반,URI,❌ 없음
경성부,URI,https://www.wikidata.org/wiki/Q483984
N7444,나이,32세
N7444,죄명,총포화약류 취체령 시행규칙위반
N7444,주문,공소 기각
N7444,판결연도,year_1921
N7444,연루사건,e2622
N7444,본적주소,addr_경성부
총포화약류 취체령 시행규칙위반,URI,❌ 없음
경성부,URI,https://www.wikidata.org/wiki/Q483984
N7446,나이,28세
N7446,죄명,강도
N7446,주문,공소 기각
N7446,판결연도,year_1921
N7446,연루사건,e2622
N7446,본적주소,addr_경성부
강도,URI,❌ 없음
경성부,URI,https://www.wikidata.org/wiki/Q483984
N7446,나이,28세
N7446,죄명,정치범죄 처벌령위반
N7446,주문,공소 기각
N7446,판결연도,year_1921
N7446,연루사건,e2622
N7446,본적주소,addr_경성부
정치범죄 처벌령위반,URI,❌ 없음
경성부,URI,https://www.wikidata.org/wiki/Q483984
N7450,나이,33세
N7450,죄명,강도
N7450,주문,공소 기각
N7450,판결연도,year_1921
N7450,연루사건,e2622
N7450,본적주소,addr_경상북도
강도,URI,❌ 없음
경상북도,URI,https://www.wikidata.org/wiki/Q41154
N7450,나이,33세
N7450,죄명,정치범죄 처벌령위반
N7450,주문,공소 기각
N7450,판결연도,year_1921
N7450,연루사건,e2622
N7450,본적주소,addr_경상북도
정치범죄 처벌령위반,URI,❌ 없음
경상북도,URI,https://www.wikidata.org/wiki/Q41154
N7583,나이,23세
N7583,죄명,대정8년 제령 제7호 위반
N7583,주문,공소 기각
N7583,판결연도,year_1921
N7583,연루사건,e2623
N7583,본적주소,addr_전라남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N7584,나이,27세
N7584,죄명,대정8년 제령 제7호 위반
N7584,주문,공소 기각
N7584,판결연도,year_1921
N7584,연루사건,e2623
N7584,본적주소,addr_전라남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N7585,나이,26세
N7585,죄명,대정8년 제령 제7호 위반
N7585,주문,상고 기각
N7585,판결연도,year_1921
N7585,연루사건,e2624
N7585,본적주소,addr_평안북도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N7585,나이,26세
N7585,죄명,강도
N7585,주문,상고 기각
N7585,판결연도,year_1921
N7585,연루사건,e2624
N7585,본적주소,addr_평안북도
강도,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N7586,나이,22세
N7586,죄명,대정8년 제령 제7호 위반
N7586,주문,무죄
N7586,판결연도,year_1921
N7586,연루사건,e2625
N7586,본적주소,addr_전라남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N7587,나이,24세
N7587,죄명,대정8년 제령 제7호 위반
N7587,주문,상고 기각
N7587,판결연도,year_1921
N7587,연루사건,e2626
N7587,본적주소,addr_평안남도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
평안남도,URI,https://www.wikidata.org/wiki/Q109380
N7587,나이,24세
N7587,죄명,강도
N7587,주문,상고 기각
N7587,판결연도,year_1921
N7587,연루사건,e2626
N7587,본적주소,addr_평안남도
강도,URI,❌ 없음
평안남도,URI,https://www.wikidata.org/wiki/Q109380
N7588,나이,36세
N7588,죄명,대정8년 제령 제7호 위반
N7588,주문,상고 기각
N7588,판결연도,year_1921
N7588,연루사건,e2627
N7588,본적주소,addr_황해도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7589,나이,29세
N7589,죄명,정치범 처벌령위반
N7589,주문,상고 기각
N7589,판결연도,year_1921
N7589,연루사건,e2628
N7589,본적주소,addr_황해도
정치범 처벌령위반,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7589,나이,29세
N7589,죄명,강도미수
N7589,주문,상고 기각
N7589,판결연도,year_1921
N7589,연루사건,e2628
N7589,본적주소,addr_황해도
강도미수,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7590,나이,22세
N7590,죄명,총포화약류 취체령
N7590,주문,상고 기각
N7590,판결연도,year_1921
N7590,연루사건,e2629
N7590,본적주소,addr_황해도
총포화약류 취체령,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7590,나이,22세
N7590,죄명,정치범 처벌령위반
N7590,주문,상고 기각
N7590,판결연도,year_1921
N7590,연루사건,e2629
N7590,본적주소,addr_황해도
정치범 처벌령위반,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7590,나이,22세
N7590,죄명,강도미수
N7590,주문,상고 기각
N7590,판결연도,year_1921
N7590,연루사건,e2629
N7590,본적주소,addr_황해도
강도미수,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N7591,나이,29세
N7591,죄명,대정8년 제령 제7호 위반
N7591,주문,공소 기각
N7591,판결연도,year_1921
N7591,연루사건,e2630
N7591,본적주소,addr_지나
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
지나,URI,https://www.wikidata.org/wiki/Q45208
N7591,나이,29세
N7591,죄명,강도
N7591,주문,공소 기각
N7591,판결연도,year_1921
N7591,연루사건,e2630
N7591,본적주소,addr_지나
강도,URI,❌ 없음
지나,URI,https://www.wikidata.org/wiki/Q45208
N7592,나이,28세
N7592,죄명,대정8년 제령 제7호 위반
N7592,주문,징역 1년 6월
N7592,판결연도,year_1921
N7592,연루사건,e2631
N7592,본적주소,addr_경기도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경기도,URI,https://www.wikidata.org/wiki/Q20937
N7593,나이,39세
N7593,죄명,대정8년 제령 제7호 위반
N7593,주문,징역 1년 6월
N7593,판결연도,year_1921
N7593,연루사건,e2632
N7593,본적주소,addr_경성부
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경성부,URI,https://www.wikidata.org/wiki/Q483984
N7594,나이,25세
N7594,죄명,대정8년 제령 제7호 위반
N7594,주문,징역 6월
N7594,판결연도,year_1921
N7594,연루사건,e2632
N7594,본적주소,addr_충청북도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
충청북도,URI,https://www.wikidata.org/wiki/Q41066
N7595,나이,22세
N7595,죄명,대정8년 제령 제7호 위반
N7595,주문,징역 1년6월
N7595,판결연도,year_1921
N7595,연루사건,e2633
N7595,본적주소,addr_경상북도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경상북도,URI,https://www.wikidata.org/wiki/Q41154
N7595,나이,22세
N7595,죄명,공갈미수
N7595,주문,징역 1년6월
N7595,판결연도,year_1921
N7595,연루사건,e2633
N7595,본적주소,addr_경상북도
공갈미수,URI,❌ 없음
경상북도,URI,https://www.wikidata.org/wiki/Q41154
N7596,나이,21세
N7596,죄명,대정8년 제령 제7호 위반
N7596,주문,징역 1년6월
N7596,판결연도,year_1921
N7596,연루사건,e2633
N7596,본적주소,addr_경상북도
대정8년 제령 제7호 위반,URI,https://www.wikidata.org/wiki/Q134462099
경상북도,URI,https://www.wikidata.org/wiki/Q41154
N7596,나이,21세
N7596,죄명,공갈미수
N7596,주문,징역 1년6월
N7596,판결연도,year_1921
N7596,연루사건,e2633
N7596,본적주소,addr_경상북도
공갈미수,URI,❌ 없음
경상북도,URI,https://www.wikidata.org/wiki/Q41154
N7597,나이,28세
